id,query,hits,time,user_id,ip
1997,60618,0,2021-11-13 0:31:15,0,
1998,chicago downtown,138,2021-11-13 0:47:24,0,
1999,r j grunts,21,2021-11-13 0:49:29,0,
2000,85032,0,2021-11-13 1:14:31,0,
2001,85032,0,2021-11-13 1:14:50,0,
2002,add points to recent purchase,102,2021-11-13 1:19:13,0,
2003,add points to recent purchase,102,2021-11-13 1:19:15,0,
2004,fogo,0,2021-11-13 1:21:42,0,
2005,fogo de chao,1,2021-11-13 1:21:56,0,
2006,chicago downtown,138,2021-11-13 1:22:43,0,
2007,chicago illinois,137,2021-11-13 1:46:59,0,
2008,steak,54,2021-11-13 1:52:28,0,
2009,chicago illinois,137,2021-11-13 2:00:33,0,
2010,las vegas,44,2021-11-13 2:18:34,0,
2011,santa monica summer house,97,2021-11-13 2:25:07,0,
2012,santa monica summer house,97,2021-11-13 2:31:23,0,
2013,santa monica summer house,97,2021-11-13 2:34:31,0,
2014,ruth,2,2021-11-13 2:37:20,0,
2015,jobs,0,2021-11-13 2:48:29,0,
2016,mediterranean,21,2021-11-13 3:04:02,0,
2017,60654,0,2021-11-13 3:04:27,0,
2018,sushi,22,2021-11-13 3:14:01,0,
2019,chicago illinois,137,2021-11-13 3:24:45,0,
2020,seafood,62,2021-11-13 3:42:35,0,
2021,steak,54,2021-11-13 4:12:21,0,
2022,steak,54,2021-11-13 4:37:19,0,
2023,beatirx,0,2021-11-13 5:13:16,0,
2024,55439,0,2021-11-13 6:45:25,0,
2025,joe,46,2021-11-13 7:21:17,0,
2026,cafe babareba,29,2021-11-13 12:08:54,0,
2027,locations,30,2021-11-13 13:55:42,0,
2028,austin texas,38,2021-11-13 13:55:58,0,
2029,austin texas,38,2021-11-13 13:58:05,0,
2030,locations,30,2021-11-13 13:58:09,0,
2031,breakfast,19,2021-11-13 14:02:44,0,
2032,60630,0,2021-11-13 15:00:51,0,
2033,chicago,136,2021-11-13 15:01:05,0,
2034,chicago,136,2021-11-13 15:03:05,0,
2035,rosemont chicago,137,2021-11-13 15:04:19,0,
2036,rosemont chicago,137,2021-11-13 15:04:22,0,
2037,mon ami,37,2021-11-13 15:42:39,0,
2038,family dinner to-go,102,2021-11-13 15:51:50,0,
2039,family dinner to-go,102,2021-11-13 15:51:53,0,
2040,burger,27,2021-11-13 16:12:36,0,
2041,chicago,136,2021-11-13 16:54:36,0,
2042,chicago,136,2021-11-13 16:54:39,0,
2043,chicago,136,2021-11-13 16:54:50,0,
2044,chicago,136,2021-11-13 16:54:57,0,
2045,scottsdale,2,2021-11-13 18:04:20,0,
2046,scottsdale,2,2021-11-13 18:04:24,0,
2047,"scottsdale, arizona",2,2021-11-13 18:04:55,0,
2048,bone fish,28,2021-11-13 18:08:45,0,
2049,brunch,28,2021-11-13 18:11:14,0,
2050,beatrix,47,2021-11-13 18:24:27,0,
2051,beatrix,47,2021-11-13 18:24:30,0,
2052,sushi,22,2021-11-13 18:32:05,0,
2053,sushi,22,2021-11-13 18:32:07,0,
2054,maggianos,2,2021-11-13 18:42:25,0,
2055,steak,54,2021-11-13 18:47:45,0,
2056,log in,2,2021-11-13 18:53:45,0,
2057,log in,2,2021-11-13 18:53:52,0,
2058,my rewards,1,2021-11-13 18:54:01,0,
2059,thanksgiving,24,2021-11-13 19:06:28,0,
2060,60013,0,2021-11-13 19:20:19,0,
2061,schaumburg,25,2021-11-13 19:20:36,0,
2062,login,1,2021-11-13 19:34:49,0,
2063,dinekrit@yahoo.com,151,2021-11-13 19:35:13,0,
2064,login,1,2021-11-13 19:35:35,0,
2065,login,1,2021-11-13 19:35:38,0,
2066,sushi,22,2021-11-13 19:48:09,0,
2067,french,27,2021-11-13 20:03:32,0,
2068,french,27,2021-11-13 20:05:41,0,
2069,steak,54,2021-11-13 20:12:39,0,
2070,steak,54,2021-11-13 20:12:41,0,
2071,wichita kansas,0,2021-11-13 20:32:11,0,
2072,steak,54,2021-11-13 20:33:40,0,
2073,steak,54,2021-11-13 20:33:43,0,
2074,fulton kitchen,57,2021-11-13 20:38:29,0,
2075,austin,35,2021-11-13 20:48:15,0,
2076,austin,35,2021-11-13 20:48:16,0,
2077,austin,35,2021-11-13 20:48:17,0,
2078,austin,35,2021-11-13 20:48:19,0,
2079,austin,35,2021-11-13 20:48:22,0,
2080,austin,35,2021-11-13 20:48:22,0,
2081,steak,54,2021-11-13 20:55:37,0,
2082,ben lao,24,2021-11-13 21:03:09,0,
2083,italian,55,2021-11-13 21:09:34,0,
2084,italian,55,2021-11-13 21:09:36,0,
2085,italian,55,2021-11-13 21:09:38,0,
2086,japanese,14,2021-11-13 21:10:32,0,
2087,mt prospect,1,2021-11-13 21:18:41,0,
2088,steak,54,2021-11-13 21:19:28,0,
2089,clubhouse,0,2021-11-13 21:23:40,0,
2090,oakbrook,1,2021-11-13 21:30:46,0,
2091,oakbrook,1,2021-11-13 21:31:04,0,
2092,oakbrook,1,2021-11-13 21:31:39,0,
2093,oakbrook,1,2021-11-13 21:31:41,0,
2094,oakbrook,1,2021-11-13 21:31:41,0,
2095,tailgate,3,2021-11-13 21:35:06,0,
2096,indian,2,2021-11-13 21:39:38,0,
2097,l woods,22,2021-11-13 21:50:34,0,
2098,60148,0,2021-11-13 22:15:41,0,
2099,oak brook.,45,2021-11-13 22:15:56,0,
2100,60015,0,2021-11-13 22:18:19,0,
2101,sushi,22,2021-11-13 22:25:55,0,
2102,joes,8,2021-11-13 22:30:24,0,
2103,sushi,22,2021-11-13 22:34:57,0,
2104,sushi,22,2021-11-13 22:35:40,0,
2105,wildfire,55,2021-11-13 22:41:04,0,
2106,pies,22,2021-11-13 22:55:44,0,
2107,pies,22,2021-11-13 22:55:45,0,
2108,salad,34,2021-11-13 22:57:11,0,
2109,turkey burger,45,2021-11-13 22:57:26,0,
2110,salad,34,2021-11-13 22:57:57,0,
2111,pies,22,2021-11-13 22:58:01,0,
2112,thai,12,2021-11-13 22:58:07,0,
2113,italiano,0,2021-11-13 23:21:05,0,
2114,italiano,0,2021-11-13 23:21:06,0,
2115,italiano,0,2021-11-13 23:21:08,0,
2116,italiano,0,2021-11-13 23:21:10,0,
2117,italiano,0,2021-11-13 23:24:27,0,
2118,italiano,0,2021-11-13 23:26:24,0,
2119,oak lawn,45,2021-11-13 23:28:13,0,
2120,pasta,70,2021-11-13 23:32:58,0,
2121,ribs,18,2021-11-13 23:35:10,0,
2122,bub city,45,2021-11-13 23:36:54,0,
2123,bub city,45,2021-11-13 23:36:57,0,
2124,steak,54,2021-11-13 23:39:02,0,
2125,vegas,44,2021-11-13 23:52:39,0,
2126,vegas,44,2021-11-13 23:56:48,0,
2127,pizzaria portofino,24,2021-11-14 0:09:08,0,
2128,/index/thinkapp/invokefunction,1,2021-11-14 0:19:48,0,
2129,thanksgiving dinner carry out,88,2021-11-14 0:29:04,0,
2130,60504,0,2021-11-14 0:35:01,0,
2131,cooper,1,2021-11-14 0:40:21,0,
2132,cooper,1,2021-11-14 0:40:29,0,
2133,hawk,1,2021-11-14 0:40:34,0,
2134,cooper,1,2021-11-14 0:40:48,0,
2135,seafood,62,2021-11-14 1:05:23,0,
2136,seafood,62,2021-11-14 1:05:26,0,
2137,joe’s stone,50,2021-11-14 1:18:00,0,
2138,trulucks,0,2021-11-14 1:31:01,0,
2139,rosemont chicago,137,2021-11-14 1:32:30,0,
2140,big crispy,60,2021-11-14 1:44:30,0,
2141,big crispy,60,2021-11-14 1:44:34,0,
2142,big crispy,60,2021-11-14 1:44:37,0,
2143,big crispy,60,2021-11-14 1:44:37,0,
2144,60077,0,2021-11-14 2:51:29,0,
2145,glen view,60,2021-11-14 2:52:33,0,
2146,hi baby,17,2021-11-14 3:07:56,0,
2147,pizza,22,2021-11-14 3:24:01,0,
2148,cafe baba reeba,34,2021-11-14 5:06:48,0,
2149,las vegas,44,2021-11-14 5:38:55,0,
2150,catch 35,3,2021-11-14 7:27:54,0,
2151,catch 35,3,2021-11-14 7:28:06,0,
2152,catch 35,3,2021-11-14 7:28:13,0,
2153,60137,0,2021-11-14 7:36:55,0,
2154,coffee,19,2021-11-14 8:17:33,0,
2155,coffee,19,2021-11-14 8:18:14,0,
2156,chicago,136,2021-11-14 11:21:45,0,
2157,console.log,2,2021-11-14 12:00:43,0,
2158,/index/thinkapp/invokefunction,1,2021-11-14 13:21:02,0,
2159,60137,0,2021-11-14 13:56:09,0,
2160,brunch,28,2021-11-14 14:38:02,0,
2161,pizza,22,2021-11-14 14:48:42,0,
2162,burger,27,2021-11-14 14:49:18,0,
2163,di pescara,13,2021-11-14 14:49:34,0,
2164,burger,27,2021-11-14 14:50:05,0,
2165,pizza,22,2021-11-14 14:50:07,0,
2166,lobster mac and cheese,54,2021-11-14 14:53:06,0,
2167,lobster mac and cheese,54,2021-11-14 14:53:09,0,
2168,lobster mac and cheese,54,2021-11-14 14:53:30,0,
2169,italian,55,2021-11-14 14:59:38,0,
2170,chinese,7,2021-11-14 15:00:12,0,
2171,aba,39,2021-11-14 15:22:26,0,
2172,chicago illinois,137,2021-11-14 16:15:32,0,
2173,big bowl express,80,2021-11-14 16:39:16,0,
2174,big bowl express navy pier,82,2021-11-14 16:39:53,0,
2175,wildfire,55,2021-11-14 17:31:47,0,
2176,bbq,26,2021-11-14 17:36:29,0,
2177,l woods,22,2021-11-14 17:50:33,0,
2178,l woods,22,2021-11-14 17:50:51,0,
2179,indianapolis,0,2021-11-14 18:09:04,0,
2180,indianapolis,0,2021-11-14 18:09:06,0,
2181,ramen,17,2021-11-14 19:26:01,0,
2182,gejas cafe,29,2021-11-14 19:26:14,0,
2183,ramen,17,2021-11-14 19:27:41,0,
2184,chinese,7,2021-11-14 19:37:15,0,
2185,55357,0,2021-11-14 19:54:33,0,
2186,pizza,22,2021-11-14 20:03:33,0,
2187,hibachi,0,2021-11-14 20:41:14,0,
2188,60070,0,2021-11-14 20:42:08,0,
2189,60070,0,2021-11-14 20:42:44,0,
2190,detroit,5,2021-11-14 20:44:48,0,
2191,gejas cafe,29,2021-11-14 21:02:47,0,
2192,wildfire,55,2021-11-14 21:08:51,0,
2193,wildfire,55,2021-11-14 21:08:53,0,
2194,patio,35,2021-11-14 21:11:23,0,
2195,patio,35,2021-11-14 21:11:25,0,
2196,patio,35,2021-11-14 21:11:26,0,
2197,rpm steakhouse,48,2021-11-14 21:12:44,0,
2198,italian,55,2021-11-14 21:49:33,0,
2199,60453,0,2021-11-14 22:10:47,0,
2200,60641,0,2021-11-14 22:13:50,0,
2201,sushi,22,2021-11-14 22:31:15,0,
2202,sushi,22,2021-11-14 22:32:19,0,
2203,open for thanksgiving,62,2021-11-14 22:34:02,0,
2204,open for thanksgiving,62,2021-11-14 22:37:00,0,
2205,restaurants open for thanksgiving,116,2021-11-14 22:37:33,0,
2206,restaurants open for thanksgiving day,135,2021-11-14 22:38:10,0,
2207,thanksgiving,24,2021-11-14 22:38:11,0,
2208,thanksgiving,24,2021-11-14 22:55:52,0,
2209,shaws,7,2021-11-14 23:33:24,0,
2210,shaws,7,2021-11-14 23:33:33,0,
2211,wildfire,55,2021-11-14 23:34:08,0,
2212,wildfire,55,2021-11-14 23:34:45,0,
2213,reservations,25,2021-11-14 23:35:09,0,
2214,steak,54,2021-11-14 23:46:56,0,
2215,complaint,0,2021-11-14 23:47:55,0,
2216,wildfire,55,2021-11-14 23:48:15,0,
2217,steak,54,2021-11-15 0:20:26,0,
2218,l woods,22,2021-11-15 0:25:25,0,
2219,/index/thinkapp/invokefunction,1,2021-11-15 0:31:07,0,
2220,frequent diners club,30,2021-11-15 1:12:06,0,
2221,french food,92,2021-11-15 2:47:55,0,
2222,french food,92,2021-11-15 2:47:59,0,
2223,french food,92,2021-11-15 2:48:01,0,
2224,oak brook i’m,45,2021-11-15 2:52:38,0,
2225,oak brook i’ll,45,2021-11-15 2:52:51,0,
2226,oak brook il,45,2021-11-15 2:53:00,0,
2227,crab legs,68,2021-11-15 3:19:10,0,
2228,60623,0,2021-11-15 3:19:21,0,
2229,crab legs,68,2021-11-15 3:23:25,0,
2230,ramen,17,2021-11-15 3:25:15,0,
2231,ramen,17,2021-11-15 3:27:16,0,
2232,"scottsdale, at",2,2021-11-15 12:08:37,0,
2233,"scottsdale, at",2,2021-11-15 12:09:39,0,
2234,thanksgiving,24,2021-11-15 13:32:19,0,
2235,christmas,0,2021-11-15 13:44:40,0,
2236,shaws,7,2021-11-15 15:19:50,0,
2237,find a restaurant,100,2021-11-15 15:43:26,0,
2238,restaurant locations,111,2021-11-15 15:43:47,0,
2239,italian,55,2021-11-15 16:17:47,0,
2240,log in,2,2021-11-15 17:01:17,0,
2241,st. louis,2,2021-11-15 17:07:42,0,
2242,boston restaurant,100,2021-11-15 17:11:17,0,
2243,abba,0,2021-11-15 17:22:34,0,
2244,mon ami gabi,37,2021-11-15 17:44:28,0,
2245,grill,13,2021-11-15 17:52:33,0,
2246,mocktail,1,2021-11-15 18:00:00,3,
2247,oakbrook il,1,2021-11-15 18:20:14,0,
2248,oak brook,45,2021-11-15 18:20:42,0,
2249,oak brook,45,2021-11-15 18:20:45,0,
2250,italian,55,2021-11-15 19:05:03,0,
2251,steak,54,2021-11-15 20:25:05,0,
2252,ema,26,2021-11-15 21:01:17,0,
2253,rosemont,22,2021-11-15 21:18:38,0,
2254,chinese,7,2021-11-15 21:25:15,0,
2255,chinese,7,2021-11-15 21:28:08,0,
2256,chinese,7,2021-11-15 21:28:49,0,
2257,"skokie, il",0,2021-11-15 21:51:07,0,
2258,italian,55,2021-11-15 22:07:13,0,
2259,italian,55,2021-11-15 22:07:43,0,
2260,tacos,9,2021-11-15 22:15:51,0,
2261,tallboy taco,17,2021-11-15 22:16:12,0,
2262,summer house,91,2021-11-15 22:40:51,0,
2263,family style,78,2021-11-15 23:05:48,0,
2264,big,37,2021-11-15 23:17:37,0,
2265,big,37,2021-11-15 23:20:23,0,
2266,hub 51,23,2021-11-15 23:20:31,0,
2267,ema,25,2021-11-15 23:34:29,0,
2268,beatrix,47,2021-11-15 23:34:35,0,
2269,chinese,7,2021-11-15 23:52:04,0,
2270,map,9,2021-11-15 23:52:51,0,
2271,seasoning,8,2021-11-15 23:56:19,0,
2272,joe's steak spice,75,2021-11-16 0:07:25,0,
2273,thanksgiving,25,2021-11-16 0:39:01,0,
2274,pescara,13,2021-11-16 1:11:01,0,
2275,redeem,5,2021-11-16 1:12:24,0,
2276,pescara,13,2021-11-16 1:12:46,0,
2277,redeem,5,2021-11-16 1:12:47,0,
2278,pescara,13,2021-11-16 1:12:49,0,
2279,redeem,5,2021-11-16 1:12:52,0,
2280,pescara,13,2021-11-16 1:12:56,0,
2281,redeem,5,2021-11-16 1:12:59,0,
2282,joes,8,2021-11-16 2:17:06,0,
2283,mexican,11,2021-11-16 3:20:49,0,
2284,aba,40,2021-11-16 4:01:52,0,
2285,aba,40,2021-11-16 4:05:04,0,
2286,ema,25,2021-11-16 4:05:15,0,
2287,ema,25,2021-11-16 4:06:03,0,
2288,ema,25,2021-11-16 4:07:55,0,
2289,coopershawk winery,0,2021-11-16 5:01:10,0,
2290,coopershawk winery,0,2021-11-16 5:03:40,0,
2291,coopershawk winery,0,2021-11-16 5:04:53,0,
2292,greek,12,2021-11-16 7:56:49,0,
2293,greek,12,2021-11-16 7:57:01,0,
2294,/index/thinkapp/invokefunction,1,2021-11-16 9:12:01,0,
2295,italian,55,2021-11-16 9:19:56,0,
2296,italian chicago,154,2021-11-16 9:20:29,0,
2297,doughnuts,0,2021-11-16 14:50:08,0,
2298,do rite,1,2021-11-16 14:50:22,0,
2299,/index/thinkapp/invokefunction,1,2021-11-16 14:55:11,0,
2300,french,27,2021-11-16 16:03:56,0,
2301,san,27,2021-11-16 16:09:46,0,
2302,san,27,2021-11-16 16:09:48,0,
2303,thanksgiving,25,2021-11-16 16:33:45,0,
2304,twin city grill,54,2021-11-16 17:10:58,0,
2305,empanadas,0,2021-11-16 17:33:38,0,
2306,empanadas,0,2021-11-16 17:34:22,0,
2307,empanadas,0,2021-11-16 17:35:24,0,
2308,seafood,62,2021-11-16 18:32:12,0,
2309,thanksgiving,25,2021-11-16 18:58:41,0,
2310,steak,53,2021-11-16 19:21:01,0,
2311,maggianos,2,2021-11-16 20:04:28,0,
2312,maggianos,2,2021-11-16 20:04:31,0,
2313,covid,4,2021-11-16 20:06:30,0,
2314,vegetarian,13,2021-11-16 20:13:33,0,
2315,christmas,0,2021-11-16 20:32:11,0,
2316,christmas,0,2021-11-16 20:33:04,0,
2317,christmas,0,2021-11-16 20:36:00,0,
2318,navy pier,7,2021-11-16 20:45:57,0,
2319,antico posto,13,2021-11-16 21:05:38,0,
2320,antico posto,13,2021-11-16 21:05:55,0,
2321,burgers,20,2021-11-16 21:11:16,0,
2322,what restaurants are in chicago area,163,2021-11-16 21:17:32,0,
2323,60467,0,2021-11-16 21:19:47,0,
2324,/index/thinkapp/invokefunction,1,2021-11-16 21:22:39,0,
2325,pasta,70,2021-11-16 21:23:46,0,
2326,basil,22,2021-11-16 21:25:21,0,
2327,olive garden,39,2021-11-16 21:25:36,0,
2328,porcellino’s double chocolate cake,59,2021-11-16 21:32:33,0,
2329,happy hour las vegas,84,2021-11-16 21:49:43,0,
2330,maggianos,2,2021-11-16 22:17:35,0,
2331,thanksgiving,25,2021-11-16 22:26:46,0,
2332,sushi,22,2021-11-16 22:42:42,0,
2333,wildfire,55,2021-11-16 22:45:29,0,
2334,northbrook,2,2021-11-16 22:47:04,0,
2335,tapas,11,2021-11-16 22:47:26,0,
2336,mona,5,2021-11-16 22:48:13,0,
2337,wildfire,55,2021-11-16 22:58:16,0,
2338,thanksgiving dinner,83,2021-11-16 23:32:56,0,
2339,christmas,0,2021-11-16 23:33:17,0,
2340,redeem,5,2021-11-16 23:36:56,0,
2341,italian,55,2021-11-16 23:38:08,0,
2342,city tap,47,2021-11-17 0:35:07,0,
2343,city tap,47,2021-11-17 0:35:09,0,
2344,wildfire,55,2021-11-17 0:52:24,0,
2345,wildfire,55,2021-11-17 0:52:26,0,
2346,vegan,8,2021-11-17 0:53:49,0,
2347,l woods,22,2021-11-17 1:08:48,0,
2348,does lettuce entertain you have military discount,118,2021-11-17 1:09:59,0,
2349,does lettuce entertain you have military discount,118,2021-11-17 1:10:02,0,
2350,does lettuce entertain you have military discount,118,2021-11-17 1:10:05,0,
2351,does lettuce entertain you have military discount,118,2021-11-17 1:10:18,0,
2352,coopers,0,2021-11-17 2:29:42,0,
2353,location,62,2021-11-17 2:40:37,0,
2354,tx,0,2021-11-17 2:41:23,0,
2355,pasta,70,2021-11-17 3:06:20,0,
2356,nut free,41,2021-11-17 3:34:15,0,
2357,peanut free,45,2021-11-17 3:34:45,0,
2358,allergy friendly,10,2021-11-17 3:35:35,0,
2359,peanut free,45,2021-11-17 3:36:25,0,
2360,ramen,17,2021-11-17 3:58:45,0,
2361,"danville, ca",0,2021-11-17 4:21:09,0,
2362,"danville, ca",0,2021-11-17 6:49:24,0,
2363,"danville, ca",0,2021-11-17 6:50:32,0,
2364,/index/thinkapp/invokefunction,1,2021-11-17 8:38:04,0,
2365,mon ami gabi,36,2021-11-17 14:10:08,0,
2366,promo code,4,2021-11-17 14:17:08,0,
2367,mon ami,36,2021-11-17 14:18:29,0,
2368,italian,55,2021-11-17 15:03:54,0,
2369,italian,55,2021-11-17 15:05:26,0,
2370,italian,55,2021-11-17 15:05:32,0,
2371,pizza,22,2021-11-17 15:05:58,0,
2372,breakfast,19,2021-11-17 15:07:09,0,
2373,/index/thinkapp/invokefunction,1,2021-11-17 15:45:44,0,
2374,family meal,80,2021-11-17 16:38:34,0,
2375,aba,40,2021-11-17 17:42:47,0,
2376,beatrix,47,2021-11-17 17:51:38,0,
2377,60202,0,2021-11-17 17:51:39,0,
2378,lettuce,113,2021-11-17 18:03:03,0,
2379,holiday meals,44,2021-11-17 18:21:32,0,
2380,wildfire,55,2021-11-17 18:26:43,0,
2381,steak,53,2021-11-17 18:29:45,0,
2382,donuts,1,2021-11-17 18:31:25,0,
2383,donuts,1,2021-11-17 18:31:26,0,
2384,donuts,1,2021-11-17 18:31:27,0,
2385,donuts,1,2021-11-17 18:31:27,0,
2386,donuts,1,2021-11-17 18:31:36,0,
2387,chicago,137,2021-11-17 18:57:36,0,
2388,chicago,137,2021-11-17 18:57:39,0,
2389,wildfire,55,2021-11-17 19:14:26,0,
2390,denver,0,2021-11-17 19:51:41,0,
2391,phoenix,2,2021-11-17 19:51:55,0,
2392,phoenix,2,2021-11-17 19:52:13,0,
2393,phoenix,2,2021-11-17 19:56:12,0,
2394,denver,0,2021-11-17 19:56:13,0,
2395,special,38,2021-11-17 20:04:55,0,
2396,bbq,26,2021-11-17 20:09:14,0,
2397,special,38,2021-11-17 20:12:09,0,
2398,thanksgiving,25,2021-11-17 20:17:19,0,
2399,rj grunts,21,2021-11-17 20:41:34,0,
2400,ribs,18,2021-11-17 20:46:26,0,
2401,first responders,0,2021-11-17 21:00:26,0,
2402,discount,1,2021-11-17 21:00:40,0,
2403,fireman,0,2021-11-17 21:01:01,0,
2404,essential worker,3,2021-11-17 21:01:21,0,
2405,ramen,17,2021-11-17 21:01:36,0,
2406,joe's,46,2021-11-17 21:05:45,0,
2407,hub 51,23,2021-11-17 21:17:03,0,
2408,maggianos,2,2021-11-17 21:21:02,0,
2409,maggianos,2,2021-11-17 21:22:24,0,
2410,maggianos,2,2021-11-17 21:22:28,0,
2411,latkes,3,2021-11-17 21:23:30,0,
2412,the clubhouse,0,2021-11-17 21:40:55,0,
2413,the clubhouse,0,2021-11-17 21:41:10,0,
2414,ramen,17,2021-11-17 21:47:39,0,
2415,wild fire,6,2021-11-17 21:50:02,0,
2416,wildfire,55,2021-11-17 21:50:38,0,
2417,ramen,17,2021-11-17 22:17:58,0,
2418,"austin, thx",35,2021-11-17 22:20:37,0,
2419,ramen,17,2021-11-17 22:22:12,0,
2420,locations,29,2021-11-17 22:51:25,0,
2421,rpm italian,70,2021-11-17 22:59:36,0,
2422,rpm italian,70,2021-11-17 23:01:59,0,
2423,hamburger,27,2021-11-17 23:20:16,0,
2424,itslian,0,2021-11-17 23:41:15,0,
2425,italian,55,2021-11-17 23:41:23,0,
2426,italian,55,2021-11-17 23:41:25,0,
2427,rosemont,22,2021-11-17 23:52:13,0,
2428,s hamburg i’ll,2,2021-11-18 0:28:15,0,
2429,schamburg i’ll,0,2021-11-18 0:28:41,0,
2430,michigan,4,2021-11-18 0:47:03,0,
2431,troy michigan,4,2021-11-18 0:47:26,0,
2432,troy michigan,4,2021-11-18 0:47:30,0,
2433,brunch,28,2021-11-18 1:38:17,0,
2434,pizza,22,2021-11-18 1:46:43,0,
2435,brunch,28,2021-11-18 1:50:05,0,
2436,dinner,69,2021-11-18 1:50:24,0,
2437,cookies,16,2021-11-18 1:51:41,0,
2438,cookies,16,2021-11-18 1:52:34,0,
2439,cookie kit,25,2021-11-18 1:58:09,0,
2440,pie,29,2021-11-18 2:46:12,0,
2441,pie,29,2021-11-18 2:48:50,0,
2442,pie,29,2021-11-18 2:49:03,0,
2443,pie,29,2021-11-18 2:49:11,0,
2444,austin texas,38,2021-11-18 2:58:10,0,
2445,how to add points after leaving restaurant,168,2021-11-18 3:02:39,0,
2446,nyc,0,2021-11-18 3:22:44,0,
2447,60565,0,2021-11-18 3:35:15,0,
2448,60565,0,2021-11-18 3:36:31,0,
2449,60565,0,2021-11-18 3:36:50,0,
2450,italian,55,2021-11-18 3:40:54,0,
2451,60565,0,2021-11-18 3:45:49,0,
2452,beatrix,47,2021-11-18 4:58:38,0,
2453,beatrix,47,2021-11-18 5:17:07,0,
2454,beatrix,47,2021-11-18 5:17:10,0,
2455,beatrix,47,2021-11-18 5:17:18,0,
2456,maggianos,2,2021-11-18 5:17:29,0,
2457,78758,0,2021-11-18 6:13:41,0,
2458,austin,35,2021-11-18 6:13:48,0,
2459,balance,9,2021-11-18 12:49:12,0,
2460,three dots new menu,130,2021-11-18 14:56:23,0,
2461,di pescara,13,2021-11-18 15:21:55,0,
2462,gibson,0,2021-11-18 15:45:28,0,
2463,italian,55,2021-11-18 16:04:49,0,
2464,everest,4,2021-11-18 16:05:16,0,
2465,steak,53,2021-11-18 16:41:48,0,
2466,wildfire,55,2021-11-18 16:56:02,0,
2467,60617,0,2021-11-18 17:14:47,0,
2468,ramen,17,2021-11-18 17:29:31,0,
2469,ramen,17,2021-11-18 17:29:48,0,
2470,beatrix,46,2021-11-18 18:00:51,0,
2471,beatrix,46,2021-11-18 18:01:52,0,
2472,steak,53,2021-11-18 18:06:28,0,
2473,chicago,136,2021-11-18 18:37:03,0,
2474,l woods,22,2021-11-18 18:40:11,0,
2475,petterinos,0,2021-11-18 18:45:54,0,
2476,lwoods,2,2021-11-18 18:56:22,0,
2477,sushi,21,2021-11-18 19:02:07,0,
2478,poke bowls,12,2021-11-18 19:02:52,0,
2479,aba,39,2021-11-18 19:19:26,0,
2480,mon ami gabi,35,2021-11-18 19:48:05,0,
2481,chicago,136,2021-11-18 20:04:28,0,
2482,bub city,45,2021-11-18 20:06:14,0,
2483,gift guide,44,2021-11-18 20:50:23,0,
2484,thanksgiving pies,39,2021-11-18 21:00:42,0,
2485,mama depandi bucatini,8,2021-11-18 21:27:30,3,
2486,big bowl,74,2021-11-18 21:30:15,0,
2487,big bowl,74,2021-11-18 21:30:17,0,
2488,whole pie,30,2021-11-18 21:36:33,3,
2489,big bowl,74,2021-11-18 21:40:35,0,
2490,italian,55,2021-11-18 22:02:25,0,
2491,/index/thinkapp/invokefunction,1,2021-11-18 22:08:05,0,
2492,60660,0,2021-11-18 22:17:33,0,
2493,seafood,63,2021-11-18 22:48:22,0,
2494,sushi,21,2021-11-18 23:00:50,0,
2495,thanksgiving,25,2021-11-18 23:09:51,0,
2496,gift card balance,34,2021-11-18 23:40:38,0,
2497,steak,54,2021-11-19 0:10:49,0,
2498,orland,0,2021-11-19 0:13:49,0,
2499,orlando,0,2021-11-19 0:13:58,0,
2500,orlando,0,2021-11-19 0:14:00,0,
2501,orlando,0,2021-11-19 0:14:13,0,
2502,orland,0,2021-11-19 0:14:16,0,
2503,spagehtti,0,2021-11-19 0:24:13,0,
2504,italian,55,2021-11-19 0:24:32,0,
2505,river north,78,2021-11-19 0:25:40,0,
2506,add points from previous purchase,105,2021-11-19 0:55:08,0,
2507,add points from previous purchase,105,2021-11-19 0:55:32,0,
2508,pizza,22,2021-11-19 1:11:45,0,
2509,portofino,24,2021-11-19 1:29:41,0,
2510,brunch,28,2021-11-19 1:54:41,0,
2511,wildfire,54,2021-11-19 2:42:45,0,
2512,wildfire,54,2021-11-19 3:05:10,0,
2513,wildfire,54,2021-11-19 3:05:12,0,
2514,bars,10,2021-11-19 4:11:47,0,
2515,/index/thinkapp/invokefunction,1,2021-11-19 5:03:06,0,
2516,tucson,0,2021-11-19 12:36:14,0,
2517,mexican,11,2021-11-19 13:13:34,0,
2518,wildfire,54,2021-11-19 14:09:34,0,
2519,thanksgiving,25,2021-11-19 14:47:05,0,
2520,mexican,11,2021-11-19 14:54:21,0,
2521,mexican,11,2021-11-19 14:54:27,0,
2522,sushi,21,2021-11-19 15:15:04,0,
2523,season 52,50,2021-11-19 15:15:58,0,
2524,season 52,50,2021-11-19 15:16:17,0,
2525,lettuce,112,2021-11-19 15:23:53,0,
2526,lettuce,112,2021-11-19 15:23:56,0,
2527,lettuce,112,2021-11-19 15:23:59,0,
2528,lettuce,112,2021-11-19 15:24:02,0,
2529,steak,54,2021-11-19 15:34:07,0,
2530,italian,55,2021-11-19 15:39:45,0,
2531,italian,55,2021-11-19 15:41:47,0,
2532,cafe ba,28,2021-11-19 15:58:41,0,
2533,steak,54,2021-11-19 16:01:56,0,
2534,seafood,63,2021-11-19 16:03:00,0,
